labels,posts,,
Hate, ustaaz hin jibbus hin jaaladhus   uummata rakkoo keesaa jirus rabbii uumetu jiraaf  abbaan fedhe deeggaruu mirga qaba  jawaari  hayyoota hidhaman  sagalee dur   ustaazota kanniinif taaa turanis  rabbiin saabiqaa katabeef hin dhabuuf  rabbiin  abbaa laafaa jabaati    rabbi haa tumsuuf hidhamtoota keenyaafis   garuu warri koment arrabsoo dhiisa   sabboonaa amantii sabaa qabna ustaaz raayyaa abbaa maccaa,,
Hate,Isin Eeysa jirtu hamma Oromoo Islaamaa kiristaana fixee qabeenya warra kiristaanaa guban jaan  Dubbiin Amantaa fi Amantaa miti Oromoo fi amaaraa jidduudha jabeessa irratti hojjadhaa  Warra Oromoo maqaa balleessu dura dhaabbadhaa,,
Hate,Waliin jirra Nuti ilmaan Ortodoksii Kosii ilmaan nafxenyaa manneen Amataa keenyaa keessaa hanga qulqulleessinutti rafnee hin bullu,,
Free, Haala isaanii dubbachuufis tae yaaduun nutti ulfaateera,,
Free,Kana ka\umsa godhachuudhaan Mootummaan naannichaa karoora kun ta\uu mala jedhu qopheeffachuun ofirraa ittisuudhaaf qophaa\aa waan turreef yeroo lolichi jalqabametti ofirraa ittisuu dandeenyeerra jechuun mana maree hubachiisaniiru,,
Free,afaan kanaan damma dhugi waraana waboodhaaf araarri godhamee gara waraana mootummatti haa makamu,,
Hate,Otoo wonti kun hundi dhugaa tayee isinuu hin gabaastan waan kijiba tayeef nutti albaatan,,
Hate,Dura afaan worra milki nuu wokate ammasi afanuma jaratin dhifama jedhi maali kijibda mitti,,
Free,Waraqaan fuula sadi maalummaa vaayirsichaa irratti ragaa qabu nuuf kennameera,,
Hate,dhumaatii fi salphina biyya kanatti dhufe hun da kan fide ummata amaaraa fi ummata oromoo ti yoomiyyuu biyyi kun nagaa hin argattu,,
Free, Paartiin Badhaadhinaa sagantaa siyaasaa bocatee waraqaarratti hambisu osoo hintaane qabtamaan hojiirra oolchuu akka taÃ¢â‚¬â„¢e obboo Badhaasaan himaniiru,,
Hate,salamtaa namaan jachuun nama gaarii sin gootuati bofa summii hamtuu ummata jiddutti facaasu jiru biyya diiguuf nama hojjachaa jiru tahu hujiin ragaa bahas jirtiati nama gadhee gadi galoo wahiitigaafa waraanatti galteehu jaalala biyyaa osoo hin tahin hujii biraa dhabdeef seente,,
Free,iddoo daldalaa,,
Hate,Alba'i jedhiin amaaraan nafxanyuma eenyutu jedhe barsiisonni saani oromoon medaaliyaa hin nyaatu jechaa yuunivarsiitii isaaniitti rakkisaa hin jiranii kamtu sanyummaarraa addaree oduu gondartti galii achumaa afaan bani diqaalaa,,
Free,Mediyan Eessa kutee dhiroo hardha tokkole hin arginee anii ,,
Hate,Hachaalu eennutu ajjeese Jawar,,
Hate,nati  baalayii nama sabaaf dhukkubsatu dhiirraa sabaa birra jalaa hin deemnee inni gantuu miitii,,
Free,Dabalataanis gargaaraan Piroofeesaraa Miratuu Shaanqoo akka jedhanitti bara kana sirna leenjiin konkolaachisaa ittiin kenamaa ture haala qabatamaa amma jiru ilaaluun kan sireefame taâ€™uus dubbataniiru.,,
Hate,Maal waansaa akkuma tahe wayii singochaa jiraam Isinitti beekamaa hinjiru garu Gantuu haadha keessanii Isin diinaa ummata Oromooti ,,
Free,MMinsteeraa Itoophiyaa DrAbiy Ahimad duula dhaabbii biqiltuu Ashaaraa Magariisaa biyyoolessaa guyyaa haraa magaalaa Hawaasaatti argamuun biqiltuu dhaabuun eegalchiisaniiruBiyya magariituu dhaloota dhaalchisna,,
Free, Mootummaan Itoophiyaa haala amma irra jiru kanarraa akka deebiÃ¢â‚¬â„¢u akeekkachiisan,,
Hate,Namni yeroo ati hiidhatee rakkachaa turtee ummatni oromoon guutun sagalee sii tahaa turtee Haaraa immoo wantii sun dagatamee yoo amaaraa waliin hayyoota keenya irraatti duulamu ni ta'aa akka haala nama fi rabbiitis gochii akkaasi kuni,,
Free,Tokkummaa Tokkummaa Tokkummaa Tokkummaa Ya ilmaan Oromoo Tokkummaaaaaaaaaaaaaa Irratti hojjedhaa,,
Hate,Afuuftuu dha Xawalwaallee si hin wallaalle,,
Free,Naannoon Tigiraay waldhabdee mootummaa federaalaa fi TPLF gidduutti uumameef wiirtuu taatee turteetti,,
Hate,Wanni girrisaa jaaniin tun xiqqaa fi guddaa addaan hin beeytu Naalatullaahi Aleehim,,
Hate,Waan sodaattan faarsuu jabaadhaa nuuf farsaa,,
Free,Hiidha Haaroomsa Itiyoophiyaa guddicharatti Ameerikaatti mariin taa'amaa jira,,
Free,Dhiifama ani namni kamu duu jaaladhe miti gaafa ijoolle naqamtee mana tokkotti nama shan ajjeeftan shiftaan toanne jettanii sirbitani maal abbaako bineensa kana argattanii ajjeeftanii hara ammo kan keessantu haleelame garaan sin dhukkubee nuunis nu dhukkuba gaafa ol adeemtota dhabnu isa sangaan arge argaa isin ,,
Free,Ministeerri Aadaa fi Turiizimii dhaabbilee barnootaa fi qooda fudhattoota waliin gaee dhaabbileen barnootaa ijaarsa biyyaa keessatti gumaachuu qaban irratti marii gaggeessaa jiru.,,
Free,si kabajna,,
Hate,abiy jimmaa bahuun isaa akka waan gaarii hin yaadne isa godhe,,
Free,Tortorrii fi yartuun garaaf jiraattuu qarshiin bitamtee waan bitamteef jettii  Gootummaan Jawaar ammam Ulfaataa fi Addunyaa Ammam Akka Beekuu Beekaati Warrii Diqaalonnii Oromiyaa Saamaa Jirtan Adabadha Abiyyii Sudaanitti Haaja Alaa Ameerika Nagaa Gaafachuu fi Suuraa Faana Kauuf yaalee Qaanaee Galee,,
Hate,Qerroon Oromoo Fi Qaarree oromoo wayyannee biyyaa basaan inni kan manaa hidhaa jiraa inni kan ajessatti biyyee kessaa jiraa inni kaan moo essaa akka jiruu hin beekamuu qeerroo isaaa kamiin wamtaa akkumaa jalqabdeetti ilmaa jaraa kee milinki wamaadhu Qeerroo oromoo pp dhimma kee hin qabu,,
Hate,Addisu Arega Kitessa osoo diqomaa sitti dhagayame bayyee nati tolaabarsisoota kana mana hidhatti dararama  jiru kuwwani duan boqqatan amma hoo kana akkami barbaadaati fa a keessatu Gantuu akka keeti jawar faa mana hidhatti darbatani eenyun barsisuuf eenyuun waamachuf harmee oromiyaa jette odeessita,,
Free,Boordii Filannoo Biyyaalessa Ityoophiyaa qoodinsa qabeenya ADWUI ilaalchisuun murtee dabarseera,,
Hate,hundumtuu nagaa dhaololtuu kijibduuf gurra hin kenninaahaqa qabnahamtuun nun argatturakkoon tokko hin jiruafaan haasaa bare utubaatti hasaasa jedhamu ibsaan baduu sababa godhachuun odeessituu kijibduun olola sobaatiin burjaajessuuf wixxifachuu barbaaddi mitiiololtuu kijibduuf gurra hin kenninaahalkan gaariinagaan bulaa,,
Hate,Maal goona gadheetu nyaate Hacee gaafa xiqii ,,
Free, Viidiyoo kana keessatti \\Warqee lafa keenya keessa osoo jiruu baafnee akka itti hin fayyadamneef humnoota ergamtoota alaa tahantu gufuu nutti tahe jedha,,
Hate,Namnii si amaneee Nama harkan qileee off kayee diqaala??????,,
Hate,Gantuu maqaa oromootiin daldaltu bakka baandaanhundi baqaqaa garbaatiif hajibutaakessani wojjin akkuma oromo gantan isinis dhiigni qeerroof qarree imimmaan ummata sin adhabamsiisu koronaan sinfuudhe adarbuu,,
Free, Hara gaafa baqataan Oromoo akka lammii Itoophiyaatti beekamu Yaman keessatti ibiddaan jiraatti dhumu Abiy Ahmad waan jedhe hin qabu,,
Hate,Nafxenyaan amaara nutti deebia taanaan asiinmiti yoo asiin namuran jedhe aceen Tokkichi qixxe ,,
Free,"Maricharratti Itti aanaa Muummee Ministira obbo Dammaqaa Makonnin, Ministira Nageenyaa Mufariyaat Kaamil dabalatee hoggantoonni hojii mootummaa akkasumaas bakka buâ€™oonni ummaataa hirmaataniiru.",,
Free,Jiraadhu jaarsana abbaa koo,,
Free,Atileetonni baayeen isaani miila malee mataa hin qabani bar Malleen illee naafxanyicha saniin Yoo miilli mataa tae taata jedheen Kunoo samoona darbee abju san dhugoomfachuuf fakkaata Abiyoot Kaasaye konkolaata tokko badhaaseera Haala amma deemu kanaan waan hin oolledha Kan bira warri Fayyisa qeeqxanis tae leellistan waan Haceen jedhe yaadadha Namni lubbuun jiru tokko seena gaari hojjetes xureessu dandaa Jedhe Fayyisaa ammatti hin leellisnus ittis hin duullu garuu gaari akka hin goone karaa keessatin itti himna,,
Free,Hawwi xiinxala haalaa fb kee jalatti waan gaggeessaa jirtu fakkaatta kanas taee sanas paartii feete deeggari tplf diina oromoofii paartiilee siyaasa oromoo hunda akka tae humaa shakkiin hinjiru garuu warri  as jalatti ekeraa nafxanyaa sodaachaa jirtan wanti hubachuu qabdan oromoon haraa mitii gaafa calii calanqoofii harkaafii harma muraa aanoleetti sirnichaan nurratti raawwatamaa tereehuu gootummaan ofirraa faccisneet eenyummaa keenya kabachiisnee qabsoo obsa fixachiisaa aarsaa meeqaatamiin dhalootarraa dhalootatti dabarsaa dhufneen diinota keenya nafxanyaafii tplfs injifanneerra tarii pp keessa rakkoon jiraachuu dandaa ni jiras garuu kan diigamaa jiru impaayera gabrummaa waggaa  nurratti ijaarameedha gaafa waan waggaa dheeraa hidda jabeeffate kana hidda ciraa deemtu qacceen sirnoota sanii iyyuufii akka impaayerichi hindiigamne ykn akkaataa isaan fedhanitti sirni oromoofii biyyaaf ni taa jedhamee ijaaramaa jiru gara isaanitti akka luuccahuuf hedduu carraaqaanis garuu hojiin qabatamaadhaan jiru kan dhala oromootiin akka oromoofii inni biraatis akkuma dhaabbinaafii baldhina isaatiin keessatti hirmaatu sirna federaaliziimii dhugaatu ijaaramaa jira sababii rakkoo gola keenyaatiin dhugaa qabsoon argame kana goonkuma haaluu hindandeenyu gaafan akkas jedhu immoo eenyulleen qulqulluun akka waaqaa hin jiru pp taee mooraa qabsoo keenyaa hunda keessa rakkoo walxaxaa hedduutu jira garuu rakkoon kuni kan furamu siyaasa kan ani jedhe qofaatu tahaafii ana qofaatu sii beekaa gola keenya keessatti aadaa taatee jirtuunosoo hintaane waan arganne jabeeffachaa yoo dandaame akkaataa walfakkeenya sagantaa siyaasaatiin walitti dabalamaa yoo hintaane garaa garummaa jiru waliif kabajaa dhugaa jirtu walitti himuudhaan dhimmi sabaa kan inni tokko itti firoomee inni tokko itti alagoomu waan hintainiif hamma qabatamaan hojiin hojjatamu kan dantaa garee siyaasaa tokko faallessu waan tae qofaaf akka waan dantaa saba baldhaafallessutti mirga copy right dhuunfaan kan sabaaf tau daandii kiyya qofa yaada jedhuun garee faallaa immoo maqaa ekeraa qabsoo sabichaatiin kufee barbadaae itti maxxansinee alagaa duratti walsalphisuufii qaawa alagaan ittiin nu jidduu lixxee ittiin nu rukuttu banuufii dhiisuudhaan hegereen keenya waldhageettiifii walkabajaan yoo jiraatte saba guddaa waan guddaa ofiifii biyyaafis dabreeis afrikaaf seenaa haaraya hojjachuu dandau tahuu keenya hubannee duudhaa oromtichaatiin adaa taaytaa dimokraasiin walbulchinee demokraasiin walitti dabarsinu ijaaruu irratti tokkummaan haa hojjannun jedhaa waan hafe itti dabalaa horaa bulaa,,
Free,Gojjaame tokko fidaniif dhuftee lafaa oromoo saamu haa baldhiifatu jedhani,,
Free,Osoo papasin ykn qeesin duee jiraate yoona lafti sossoeeyyuwalqixxummaa amaanti dhisii kan namaatu biyyaa kana kessaa hin jiru,,
Hate,Ati waan taaa jiru kana ijji ke hin arguu jaamiiAbi keef amaaraa waliin awwalamuun ke hin hafuga,,
Free,Mootummaa haa fayyadanis haa dhiisanis kallattii kamiinuu yoo isaan seera biyyaaf daangaa amantii kamiifuu kaame qofa darban,,
Free,Qondaalli mootummaa tokko networkiin cufame hin jiru hin jenneeyi yoom cufame yoom immoo baname Sobdoonni hara maal jedhuree laata,,
Free,"Indiyaa, Chaayinaa fi Naayijeeriyaa, paakistaan, Indooneeyziyaa fi Ameerikaan walduraa duubaan biyyoota daa'imman baayÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢inaan keessatti dhalatan ta'uunis galmaa'eera.",,
Hate,eeyyee namni dhiigaa fi lammii isaa tuffatu yoomiyyuu sareedha,,
Free,Dhuudhaan kun biyyaafis taÃ¢â‚¬â„¢ee ummataaf sona akka taÃ¢â‚¬â„¢u ni hojjenna kan jedhan Preezdaant Saahilawarqhawaasni balÃ¢â‚¬â„¢aan ajaje hogganaa maatii caalaa gorsa abbootii amantaa ni dhagaÃ¢â‚¬â„¢a jecha isaanii ni kabaja jedhan,,
Hate,Sobduu dhaabii waree eenyu kan hiriira waame maaf ummata sobdu goonkuma isin hin dhageenyu,,
Free,Deeggarsichi Afrikaatti namoota miiliyoona dhibba 3 fi miiliyoona 3 baankiitti hin fayyadamnee sirna kaffaltii dijiitalaan fayyaamoo taasisuuf kan kaayyeefate taÃ¢â‚¬â„¢u ibsameera,,
Hate,Girrisa nun jette girramzima nu jette shanne ummatara billisa basna jeette akkafette nu gotte deggara jutta nu jette  kee mal dhumati warra biyya ganne nu jette  oromuma kenya jette wani nu hin gone hin jirtu attii   Kun hundu haa hafuu hayyotta kenya nuf hikkii,,
Free,Masjiinni Naajjaashii seena qabeessi naannoo tigray woqrootti argamu minaaraan isaallee osoo hin hafin waraanaan rukutameera kan jedhuu suraa isaatii waliin guyyaa harraa midiyaa hawaasarratti naannaaa jira masjiida waggaa 14normalNormalol lakkoofsise kana mudachuun keessa nama madeessa,,
Hate,keessanitti ka bara dhufa darba ofhindandeenye kaleessa tplf ergama turtani har a harree nafxaanya taataani lubbu uummataa waggaa  hinbanee waggaa lama ajjeeftan,,
Free,Buâ€™uuruma gaaffii dhiyaateen Boordii Filannoo Biyyaalessa Ityoophiyaa murtee laateera,,
Hate,akkuma juntaa bilxiginnaa balleessuu buqqisuun dirqama,,
Hate,dhugaan barbbaadayoo jate atifii hiriyoonikeetiis oromiyaafi oromoo afaantokko godhuuf isiniti yoo waggaa  fudhate jawaar faan imoo jachatokko qofaa way yaawalala osoo ormatahee namakana itifayadamanii,,
Hate,yaa ustaaz osoo namni sun qeesii amaaraa ta'ee yoona miidiyaan warra amaaraa biyya miila takkaan dhaabee jira ,,
Hate, ilmaa minilikii qurcii Hattuu olantummaa seeraa eessatti beekta Ati ifumaa seeraan Ala Aanggoo qabatte,,
Free,"Mootummaan Federaalaa baasii ijaarsa isaa kan uwwise yoo ta'u, dhaabbanni Chaayinaa Koorporeeshiniin Injinariingii Isteet jedhamu bara 2008 eegalee hojjechaa jira",,
Hate,Gowwaan madoosha harkaa qabu wanti hunduu mismaara itti fakkata,,
Hate,Addisuun gamnaa gamnummaa isaa amma hubannee jirra ati garuu doofaadha gowwaa inni dhugaa galchee dogoongora fudhata ati isa jajjaa ati siif ka taee amaaraafi goobana daaceeti at goobanaati,,
Free,Itiyoophiyaatti Amaabsaaddarri Afriikaa Kibbaa Eedwaard Zoolasaa Maakaayaa gama isaaniin Pirezidaantiin Afriikaa Kibbaa Neelsan Maadeellaan Biyyi isaanii keessaa Sirna Appaartaayidii dhamasiisuuf Itiyoophiyaa keessatti Leenjii loltummaa akka fudhatan eeraniiru,,
Hate,Kadhattuu warra faanaa guyyaa meeqa waaee qabsoo oromoo gabaastegaafa diigumsaa abjuudhaan manaabda,,
Hate,Enyutu jarsumma isin gafate isa jarri nafxenyaa midiya jaraatiin odessanu jala demtani funatani maglacaa gotu ofi kessani sammun kessan hin yaduu,,
Hate,Araa waan xiqqoo waan siyis ummataas fayaduu dubatee tayee kanumaa calaa foyyesii mee,,
Hate,Diinni keenya lama abiy fi bilxiginnaa,,
Free, Finfinneen uummata Finfinneef yaadamee hin babalanne buaa siyaasaaf kan tae ture,,
Hate,oromoon shororkeessituu dha,,
Hate,Muu haadhaa kooyemotewu balish yegedelewu wendimish jetti jarrii iyyuu Ofi ajjeestte eenyuuti qubaa qabdu,,
Free,Galata  Obbo  Maasay Olii,,
Hate,omn cufamuu qaba,,
Free,"Hojii suphaa kanaafi baajanni Birrii miiliyoonni 60 ol kan qabameef yoo taÃ¢â‚¬â„¢u, hojichi haala gaariin raawwatamaa jira jedhaniiru.",,
Free,Hooggantoota dhiiga jigsuuti malee kuni hooggansa biyyaatiimiti akkata itti biyya bulchanuu hinbarannee deemaa baradha warra duraaniis wayaneef ergamatureetu arraas hawaasa qulqulluurratti duula banaa jira fixee ficcisiisaa jira biyyaahuu tasgabbeeysuu dadhabee jira hoolaan hoongantoota cimoo kam horata abbootii garaa malee,,
Hate,har'a maal  dhageessanii  Afaan oromoo   barreessitani osoo Nageenya naannoo oromootiif hagana cinqamatani maal Qaba  ,,
Free, Humna qabnuu fi beekumsa qabnuun biyya keenyaaf maal hojjennu jennee yaaduu qabna jedhan,,
Hate,Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk maaluma yaaboo kijibni dilli kun shoorerkeessaan isaan osoo hin taane mootummaa nafxenyaa kana kan Daniel kibret shorarkeessaa hin tain warra nagayaatiin shorerkeessaa jattan tun waanuma hin taane kana mootummaa Hattuu fii kijibduu buufaa ,,
Hate,Amaa wayaane dinaa godhaatan duraan yoo namni maqaa isaani kasee akka saree nama nyataan,,
Free, WalgaÃ¢â‚¬â„¢ii idilee Mana Maree hojii raawwachiiftuu Gamtaa Afrikaa Gurraandhala 24 fi 25 2normal13 taaÃ¢â‚¬â„¢een Dr,,
Free,Dhagaan buâ€™uraa proojaktii jallisii Diniq Calcal kaaâ€™ame.,,
Free,Nafxanyaan Jawaar Mohammed Ajjeesuuf qophooftii gaafa San Kan Sanyii isii biyya  tana keessa dhabamtu gondariituu hin bahan ,,
Hate,maaliif sii gubaa waaeen jawaar  ottuu due seenaa hojjetterra Gantuu akka kee biyaa ormaaitti kadhatee fidee  mana hidhaa keessaittu hittee  Atti furii kee bafadhuu fb irraaitti waan jawaar sii rakkisiin kan isiun dabaleen motummaa waan rakkatan filannoof rakkatuu  kan biraan hin jiru oromon oromiyaa irraaitti bilisaa baha isin salphachuu hin oltaani,,
Hate,Kunin oduu kijibaa maxansu guyyaa hunda Pp fi Abiy kan duan hanga hacaaluu ajjesan dha,,
Free,Harree namaa tokko tokkoo waan hin taane dubbatti kun immoo ilmaan oromooo kan bakka buuu miti irraa of qusadhaa ergaamtoota wayyaanee yoomuu isiinif hin milkaau harroota,,
Free,An karaarra adeemaan guutaa ture Garuu guutees waliin hin geenye Telefoonnikoos natti mulisuu dide aduutu natti baaa ture Dhimman deemuuf karaan deemullee nan dagadhe Kunoo hundattiiyyuu baeen dhiisee galaa jira Dhugaa hedduu tokkon aaraa jira,,
Hate,Afuuftudhaan ilmaan gadii galoo,,
Free,Kanaatu seera partiin ODP akka partiis tae akka MOOTUMMAATTI  karaa fulduraatis tau kan qabu partiin biyyaa bulchuu tokko kan isa deegaruus tae kan hindeegaree hunda ija tokkoon ilaalun dirqaama MOOTUMMAATTI  OBSAA QABAACHUNIIS dirqama MOOTUMMAATTI,,
Free,Comment ummaataatiif bakki haa kennamu,,
Hate,Nuuf jiraadhuu abichuuko jabadhu sihojin jiraa asaa shaneefi junta woraa bitaamtootaa asaan jara dhufuu Saat,,
Hate,Koommi namoota dhageefadha  Muurtiin kan uummata balaatti Ammantiin dhuufanii uummata aadda qoodun fudhatama hin qabu oromoon qabsaaota dhugaa isaa faana jiraachu isiinumtu ilaala Tookkuma oromoo jabeessaa Wal diiguu fi wal laafisuun qaamuuma Mottuumaa biyya bulchuu iraa eegale Garu hawaasni balaan ammale gama tookko walinn jira Ittii yaaddaa muurti cuubbu nama nagaa irratii murtesuuraa,,
Hate,aboo rabbin itti haa dukkannessu warra isaani ajjeessee,,
Free,MM Abiy waamicha kana kan dhiheessan opireeshinii waraanaa Kaaba biyyattiitti gaggeessaniin duulli idil - addunyaa qindaaaa tae akka isaan qunname ibsuuni,,
Free,''Raayyaan ittisa biyyaa dhukaasee nama 10 yoo ajjeese kisaaraa malee bu'aa hin qabu. Kan du'u lammii keenya. Kan hidhatee bosona jirus barataa ukkaamsee kan fudhatu yoo ta'e homaa bu'aa hin qabu. Furmaatisaa karaa nagaan mari'achuudha.'',,
Hate,Pepepe Oromoma Qofa Muudeka Abban Biyya Nafxenyaadha Harka Laadhu Oromon,,
Free,Godina Arsiitti Itti gaafatamaa Waajjira Misooma Magaalaa kan taÃ¢â‚¬â„¢an Obbo Habiib Waaqayyoo gama isaaniin piroojektoonni buÃ¢â‚¬â„¢uuraalee Misoomaa xumuran kun gaaffii misoomaa uummataa deebisuuf kan hojjetamanidha jedhaniiru.,,
Hate,amaaraa namichaa kan amma ajjeesaan dhugaa namichan Gowwaadha amaaraa amane waliin jirata jirra garuu boodeen isaa kamaa harka amaaraati duu hundaa wajiin arguf jirra,,
Free,sirrii jette namni tokkoo haamilee ittin isa qeequu hin qabu,,
Free, Sababa warri biyya bulchina jedhanii of-yaaman filmaata kanarratti cichanii jiraniif nuti mootummaa filatamee dha jedhanii of-moggaasuu fi nama amansiisuuif qofaa dha,,
Hate,DTHUBII  DARAA PROPAGANDA ABIYE HAREE SAREE TISEE WAYYANE ME MALAA MARINN JAWAR MOHAMMED ,,
Hate,Ati beenzila qabsoo qeerrooti ammas haala fokkisaa amma deemaaru kana sagalee keetiin dhiibbaa akka irratti fidhattu kabajaadhaan si gaafanna  Onnee oromoo hundaa keessa jirta,,
Free,An akka nama tokkotti yaada madaalawa akka kennitun si beeka garuu arra waaee keneralticha kanarratti xiqqo yaada deeggarsa keessoo qabuutu natti mullataa jira waan tahef akkuma duraatti nuuf deemi,,
Free,Abbootii seeraa 5 mana murtii komii dhaggeeffataa fi 16 ammoo mana murtii sadarkaa jalqabaa magaalaa Finfinneef dhiyeessaniiru,,
Free,Warii jeqaxaan uf qusadha inis ilma oromooti lamaa olis dalaguun ni mala,,
Hate,sirni amaaraa bilxiginna naannoo oromiyaa keessati hin milkooftu hattoota amaaraa ,,
Hate,Yaa Rabbi dhugaa nuu godhi amaaraa waan jedhamtu kana nurraa fixi dhala qurcii,,
Hate,Shanee jettee  shan sin bushiin sanyii harree,,
Hate,Yeroon yeroo itti dhaaba qabnu tumsinee tokummaadhan rakkoo akka sabaatti nu mudate keessaa baanu malee yeroo itti qaroon oromoo mana hidhaatti dararamu kana siyaasa daldaluun waan hin malle tureeega godhe haa godhu dhaaba sagal ijaaree sagal diiguu fi bakka sagal dhaabachuu waanuma duraan barekana booda daldaltoonni akkanaa siyaasa kessaa yoo bahan buaa malee miidha hin qabu jennee abdanna,,
Hate,Ofif ajjeesaan nangadaa jechuun kun wan hin fakkane haccaluun duuus gummaan ni bahaa biyyii Ethiopia kun hin badii araan bodaa wal nyachaa waliin jirachuun hin tatuu abiyot ofif itii ergee ajjeesisee eraa genyee bareraa,,
Hate,maal akka taate of beekta sanyii keetu oromoo miti   kanaaf nu jibbita,,
Free,Abbaa ko  Anii issini irraas hiin bekuu Dubachufis Angoo  Bayyeee Bayyyeeeee Isinnii gadii  Garuu nuu Onyuraa baranuu  ergaa issin Akanaa jetanii  kaan dhebuu koristos Qabuu Akkaam Yaa tauuu Kiristoosis Holaa Dhibaa kessaa tokkoo banaan barbadaa kaan demee  Isiin immoo fakadhaan Dhibbii tokkoonuu yoo badee dhissaa  yaa baddanii  fakataa  Yaa Waqayoo Maloo Laphee Cabbee nuuf kenee Kaan badee deffaadhuu  Innii biraa Dhamsaa mlo Qabbuu  mee Maloo Garaa Shewaa Bahaa Annaa Adaaaa demaa mee Finfinnee irraa bayyee hiin Fagatuu  Maloo Obolonii kenyaa Badaa jiruu ossoo jiraa laluu  Obolewaan meqaa dhabaa jiraa maloo  Nutii jabadhaa Waqayyoo jabinaa isiniif haa kenuu,,
Hate,Gowwaa mataa fea  mataa isaa keessaa waan takka madisiise dubbachuu hin dandau yoo gorsa abiyyii taate malee,,
